Codigo_Transacao,CPF_Cliente,Nome_Cliente,Data_Transacao,Moeda,Valor_Transacao,Tipo_Transacao,Status_Transacao,Categoria,Banco,Num_Parcelas,Taxa_Servico,Valor_Final
FIN000226,48132069281,Leticia Moura,2022-12-23,BRL,10091.7,Depósito,Aprovada,Vestuário,C6 Bank,6,196.94,10288.64
FIN000917,34193824647,Guilherme Mota,2024-09-15,BRL,10515.28,PIX,Aprovada,Investimento,C6 Bank,1,184.73,10700.01
FIN000300,86084061711,Leticia Moura,2023-03-01,BRL,19270.58,Transferência,Em processamento,Tecnologia,BTG,24,539.29,7708.23
FIN000919,47669393146,guilherme mota,2024-09-16,BRL,21611.93,PIX,Aprovada,Vestuário,XP,6,322.28,21934.21
FIN000506,93947417687,Camila Rocha,2023-09-05,GBP,GBP 3696.87,Depósito,Aprovada,Tecnologia,Inter,6,247.0,23537.29
FIN000568,18688443566,Camila Rocha,2023-11-01,BRL,757.36,P-I-X,Aprovado,Tecnologia,BTG,24,10.98,768.34
FIN000391,450-902-496-13,Leticia Moura,2023-05-23,BRL,2358.74,Depósito,Recusada,,XP,2,53.52,2412.26
FIN000750,713-946-108-51,Natalia Correia,2024-04-15,BRL,6347.18,Depósito,Aguardando,Tecnologia,C6 Bank,3 parcelas,63.85,6411.03
FIN000500,656.832.809.88,Beatriz Lopes,2023-08-31,BRL,23816.45,Transferência,Recusada,Alimentação,BTG,6x,668.38,24484.83
FIN000679,94227489114,Felipe Andrade,2024-02-10,BRL,6255.9,Transferência,Recusada,Vestuário,XP,24,59.09,6314.99
FIN000713,55046855237,Rafael Macedo,2024-03-12,BRL,269.42,Depósito,Pendente,Alimentação,Banco do Brasil,6,5.92,275.34
FIN000499,71423730811,Thiago Cavalcanti,2023-08-30,BRL,16692.65,Saque,Pendente,Moradia,BTG,12,465.85,17158.5
FIN000636,95665088778,Henrique Pinto,2024-01-02,BRL,"9978,05",Depósito,Recusada,Alimentação,XP,3,225.81,10203.86
FIN000019,78141695578,Henrique Pinto,2022-06-17,BRL,2385.65,Depósito,Aprovada,Tecnologia,Inter,6,25.54,2411.19
FIN000965,46953026035,Priscila Gomes,2024-10-29,EUR,EUR 2841.47,Resgate,Recusada,Vestuário,C6 Bank,à vista,270.26,15898.36
FIN000035,42234416341,Juliana Queiroz,2022-07-02,BRL,5914.34,Pagamento,Recusada,Viagem,Banco do Brasil,1,,5947.69
FIN000918,49384295653,Rafael Macedo,2024-09-16,BRL,3671.03,transf.,Aprovada,Investimento,C6 Bank,12,55.08,3726.11
FIN000033,16124039493,Leonardo Braga,2022-06-30,BRL,11942.57,Depósito,Pendente,Viagem,Inter,1,318.38,12260.95
FIN000054,49471314864,Thiago_Cavalcanti,2022-07-19,BRL,22890.79,Depósito,Pendente,Investimento,Banco do Brasil,2,484.05,23374.84
FIN000215,17772379487,Carolina Azevedo,2022-12-13,BRL,3880.94,Depósito,Pendente,Vestuário,Inter,24,76.86,3957.8
FIN000044,63113883237,Isabela Nunes,2022-07-10,USD,USD 3204.31,Depósito,Em processamento,Vestuário,C6 Bank,12,212.61,16234.17
FIN000640,84871330798,Andre Monteiro,2024-01-05,BRL,17229.13,Resgate,Pend.,Viagem,BTG,12,295.92,17525.05
FIN000775,94521769581,Rafael Macedo,2024-05-08,BRL,17556.35,Depósito,Recusada,Alimentação,C6 Bank,1,227.14,17783.49
FIN000237,69765680187,Priscila Gomes,2023-01-02,BRL,12409.2,Transferência,Aprovada,Alimentação,Inter,1,95.96,12505.16
FIN000897,50395279448,Andre Monteiro,2024-08-27,BRL,15557.55,Depósito,Recusada,Viagem,Banco do Brasil,24,351.09,15908.64
FIN000465,873.207.742.96,Camila Rocha,30.07.2023,BRL,5589.45,Depósito,Recusada,Vestuário,Banco do Brasil,3,108.03,5697.48
FIN000999,27460679293,Beatriz Lopes,2024-11-29,BRL,20008.5,Pagamento,Bloqueada,Alimentação,Inter,3,239.56,20248.06
FIN000972,17753219894,Rafael Macedo,nov. 04 2024,BRL,18240.07,Saque,Recusada,Moradia,Inter,6,340.18,18580.25
FIN000079,995.640.228-77,Felipe Andrade,2022-08-11,BRL,3870.31,Depósito,Recusada,Alimentação,XP,1,20.12,3890.43
FIN000306,54464052276,Thiago Cavalcanti,2023-03-06,BRL,6161.26,Saque,Aprovada,Vestuário,C6 Bank,6,90.3,2464.5
FIN000613,98735933330,Leticia Moura,2023-12-12,BRL,14571.54,Pgto,Recusada,Alimentação,XP,24,272.02,14843.56
FIN000043,55733287046,Andre Monteiro,jul. 09 2022,BRL,13145.68,PIX,Recusada,Moradia,Inter,12,133.95,13279.63
FIN000934,56120470574,Thiago Cavalcanti,2024-09-30,BRL,17548.47,Saque,Aprovada,Viagem,C6 Bank,2,154.42,17702.89
FIN000016,70344779044,Leonardo Braga,2022-06-14,BRL,"9916,58",Depósito,aprovada,Tecnologia,BTG,2,191.66,10108.24
FIN000802,13569230034,Andre Monteiro,2024-06-02,BRL,"R$16.123,78",Saque,recus.,Moradia,C6 Bank,24,187.58,16311.36
FIN000575,72829737480,Rafael Macedo,07-nov.-2023,BRL,9439.17,Saque,Pendente,Investimento,C6 Bank,6,119.97,9559.14
FIN000028,486.375.609-32,Carolina Azevedo,2022-06-25,BRL,2424.78,Pagamento,Recusada,Tecnologia,Banco do Brasil,24,63.61,2488.39
FIN000301,23167225863,andre monteiro,2023-03-02,BRL,8058.0,Saque,Pendente,Alimentação,XP,24,100.72,8158.72
FIN000358,87953957036,Thiago Cavalcanti,2023-04-23,BRL,13861.29,Saque,Aprovada,Tecnologia,XP,3,327.05,14188.34
FIN000820,31710635956,Thiago Cavalcanti,2024-06-18,BRL,18635.55,PIX,Recusada,Moradia,Banco do Brasil,24X,256.85,18892.4
FIN000530,32894735916,Rodrigo Farias,2023-09-27,BRL,21407.49,Saque,Aprovada,Tecnologia,Inter,24,390.68,21798.17
FIN000026,27196276610,Priscila Gomes,2022-06-23,BRL,5578.36,PIX,PENDENTE,Vestuário,Inter,12,46.46,5624.82
FIN000417,79397136185,Thiago Cavalcanti,2023-06-16,BRL,1511.68,Saque,Pendente,Vestuário,BTG,24,-39.58,1551.26
FIN000570,14377594869,Carolina Azevedo,2023-11-03,BRL,219.5,Pagamento,Aprovada,Investimento,XP,6,5.73,225.23
FIN000975,485-559-252-67,Beatriz Lopes,07.11.2024,BRL,13502.94,Saque,Pendente,Investimento,C6 Bank,3,320.01,13822.95
FIN000031,77216325814,Vanessa Coelho,jun. 28 2022,EUR,EUR 662.38,Transferência,Recusada,Moradia,C6 Bank,12,86.92,3729.99
FIN000822,33365967686,Andre Monteiro,2024-06-20,BRL,18389.32,Depósito,Aguardando,Investimento,C6 Bank,2,470.84,18860.16
FIN000986,48279920396,Leticia Moura,2024-11-17,GBP,GBP 544.40,Saque,Aprovada,Tecnologia,Inter,1,18.75,3448.46
FIN000859,72592555895,Leonardo Braga,2024-07-24,BRL,20435.62,Depósito,Pendente,Viagem,Inter,2.0,115.63,8174.25
FIN000495,97914116216,Leticia Moura,2023-08-26,BRL,1249.77,Transferência,Pendente,Viagem,Inter,24,12.01,1261.78
FIN000479,78259974578,Beatriz Lopes,2023-08-11,BRL,13794.83,Transferência,Pendente,Alimentação,BTG,6 parcelas,170.08,13964.91
FIN000772,78483897076,Natalia Correia,05-May-2024,BRL,16317.76,PIX,Aprovada,Investimento,C6 Bank,3X,467.74,16785.5
FIN000267,48594641686,Carolina Azevedo,2023-01-30,BRL,5781.95,Transferência,Recusada,Moradia,XP,12,112.55,5894.5
FIN000135,79032319566,Diego Peixoto,2022-10-01,BRL,1968.38,Pagamento,Autorizada,Tecnologia,XP,3,24.31,1992.69
FIN000106,85959810388,Leonardo Braga,2022-09-04,BRL,2710.25,PIX,Recusada,Tecnologia,C6 Bank,12,70.73,2780.98
FIN000008,44829082496,Leticia Moura,2022-06-07,BRL,1215.06,Depósito,Recusada,Investimento,XP,1,34.87,1249.93
FIN000855,70512395938,Rafael Macedo,2024-07-20,BRL,10620.38,Saque,Recusada,Alimentação,C6 Bank,3,155.94,10776.32
FIN000126,70054270387,Marcelo Teixeira,2022-09-23,BRL,13893.86,PIX,Aguardando,Vestuário,Banco do Brasil,6,375.88,14269.74
FIN000344,45298316253,Diego Peixoto,2023-04-10,BRL,18239.91,Transferência,Aprovada,Investimento,Banco do Brasil,12,,18478.56
FIN000284,21415550144,Leonardo Braga,2023-02-14,BRL,20799.33,P-I-X,Bloqueada,Viagem,Banco do Brasil,6,414.3,21213.63
FIN000373,56522055884,Rafael Macedo,2023-05-06,BRL,"R$18.215,71",Pagamento,Aprovada,Viagem,XP,24,319.08,18534.79
FIN000837,72032964995,Diego Peixoto,04-jul.-2024,BRL,R$7750.62,Depósito,Recusada,Moradia,Inter,12,154.39,7905.01
FIN000376,99423481594,Thiago Cavalcanti,2023-05-09,BRL,9456.09,Saque,Pendente,Vestuário,Inter,24,223.53,9679.62
FIN000892,74729122920,Leticia Moura,Aug 23 2024,USD,USD 819.13,Pagamento,Aprovada,Viagem,Banco do Brasil,2,50.06,4145.71
FIN000200,935.907.559.25,Henrique Pinto,2022-11-29,BRL,9092.42,Depósito,Aprovada,Tecnologia,Banco do Brasil,12x,171.42,9263.84
FIN000579,98261883152,Camila Rocha,2023-11-11,BRL,755.12,Pix,Negada,Tecnologia,XP,3,7.76,762.88
FIN000120,92920818518,Juliana Queiroz,2022-09-17,BRL,5056.45,Depósito,Em processamento,Vestuário,Inter,2.0,135.76,2022.58
,,,,,,,,,,,,
FIN000503,436.466.454.70,Henrique Pinto,Sep 02 2023,BRL,22168.51,Transferência,Aprovada,Vestuário,C6 Bank,12,187.73,22356.24
FIN000823,10359040892,Priscila Gomes,2024-06-21,BRL,22217.75,Transferência,Aguardando,Viagem,C6 Bank,6,600.39,22818.14
FIN000212,35385996184,Diego Peixoto,2022-12-10,BRL,11573.52,PIX,Recusada,Alimentação,BTG,2,276.65,11850.17
FIN000698,26070214350,Thiago Cavalcanti,2024-02-27,BRL,,Depósito,APROVADA,Alimentação,XP,3,252.91,25236.07
FIN000988,90356291121,Natalia Correia,2024-11-19,BRL,R$17293.22,transf.,Aprovada,Investimento,C6 Bank,24,487.89,17781.11
FIN000835,86419214536,Leonardo Braga,2024-07-02,BRL,R$12138.42,Saque,Aprovada,Alimentação,XP,24,167.7,12306.12
FIN000958,52271723942,Andre Monteiro,2024-10-22,BRL,21098.22,Pagamento,Recusada,Viagem,C6 Bank,3,-343.05,21441.27
FIN000682,94883139752,Leonardo Braga,2024-02-13,BRL,4000.42,Depósito,Recusada,Investimento,Inter,24 parcelas,-85.01,4085.43
FIN000320,82729259654,Rodrigo_Farias,2023-03-19,BRL,1917.13,Saque,Recusada,Viagem,Banco do Brasil,1,-28.3,1945.43
FIN000873,12699842790,Amanda Vieira,2024-08-05,BRL,13110.84,Depósito,recus.,Alimentação,XP,24,210.42,13321.26
FIN000259,42856172465,Natalia Correia,2023-01-22,BRL,R$17652.11,PIX,recus.,Viagem,Inter,1,141.81,17793.92
FIN000272,16190659510,Amanda Vieira,2023-02-03,BRL,7356.26,Pagamento,pendente,Vestuário,Inter,24,87.86,7444.12
FIN000884,58522387922,Priscila Gomes,2024-08-15,BRL,14635.88,Depósito,Aprovada,Investimento,XP,1,358.73,14994.61
FIN000102,94712491375,Leticia Moura,2022-09-01,BRL,"R$19.768,78",Pagamento,Aprovada,Moradia,C6 Bank,24,225.45,19994.23
FIN000513,74724495497,Rafael Macedo,2023-09-11,BRL,4994.91,Transferência,Pendente,Moradia,Banco do Brasil,12,109.39,5104.3
FIN000501,17332881363,Guilherme Mota,2023-08-31,BRL,14189.27,Pagamento,Recusada,Vestuário,BTG,1,390.23,14579.5
FIN000979,595-472-774-50,Rafael Macedo,10/11/2024,BRL,3357.68,Depósito,Pendente,Viagem,BTG,12,-90.51,1343.07
FIN000533,13819798033,Henrique Pinto,2023-09-30,BRL,11874.45,Transferência,Pendente,Vestuário,Banco do Brasil,1X,328.37,12202.82
FIN000949,21760373190,priscila gomes,2024-10-14,BRL,18623.5,PIX,Pendente,Vestuário,,12,249.92,18873.42
FIN000829,85778477511,FELIPE ANDRADE,2024-06-26,BRL,21742.48,Transferência,Pendente,Moradia,BTG,2,164.36,21906.84
FIN000387,90015292177,Camila Rocha,2023-05-19,BRL,13307.52,Pagamento,Recusada,Vestuário,,1,385.29,13692.81
FIN000681,90868113435,Natalia Correia,2024-02-12,BRL,5448.25,Transferência,Pendente,Viagem,Inter,1,154.07,5602.32
FIN000877,273.602.205-46,Thiago Cavalcanti,2024-08-09,BRL,11378.17,Pagamento,Recusada,Moradia,C6 Bank,6,238.42,11616.59
FIN000175,45063354558,Beatriz Lopes,2022-11-07,BRL,6096.55,Dep.,Aprovada,Investimento,Inter,12,76.29,6172.84
FIN000516,18139850773,Andre Monteiro,2023-09-14,BRL,16805.11,pix,Aprovada,,Inter,3x,159.5,16964.61
FIN000954,329.722.591.81,Leonardo Braga,2024-10-18,BRL,16692.19,Saque,Recusada,Tecnologia,XP,2,401.16,17093.35
FIN000333,17196448436,Thiago Cavalcanti,2023/03/31,BRL,10634.7,Pagamento,Aprovada,Moradia,XP,1,73.07,10707.77
FIN000379,59210862933,Felipe Andrade,05/12/2023,BRL,"21197,42",Resgate,Aprovada,Moradia,C6 Bank,24,128.53,21325.95
FIN000836,84988777688,Leticia Moura,2024-07-03,BRL,24699.54,Saque,Pendente,Moradia,XP,12,286.51,24986.05
FIN000517,818.907.205-95,Natalia Correia,2023-09-15,BRL,23446.57,Transferência,Aprovada,Investimento,Banco do Brasil,1,626.0,24072.57
FIN000807,24523979671,Camila Rocha,06/06/2024,BRL,3711.25,Transferência,Recusada,Viagem,XP,1,87.04,3798.29
FIN000374,72596188948,Vanessa Coelho,2023-05-07,BRL,18030.47,Pagamento,Aprovada,Viagem,Banco do Brasil,2,203.16,7212.19
FIN000731,13080523877,Thiago Cavalcanti,2024-03-29,BRL,7740.11,Depósito,Aprovada,Moradia,Inter,6,70.71,3096.04
FIN000660,69774434580,Diego Peixoto,2024-01-24,BRL,15826.91,Saque,Aprovada,Tecnologia,BTG,24,317.75,16144.66
FIN000371,13995936828,Diego Peixoto,2023-05-05,BRL,"14030,49",Depósito,Recusada,Tecnologia,C6 Bank,6,195.63,14226.12
FIN000370,17446037018,Camila Rocha,2023-05-04,BRL,11660.09,PIX,Recusada,Viagem,C6 Bank,12X,303.24,11963.33
FIN000186,,Andre Monteiro,2022-11-17,BRL,1008.19,pix,Pendente,Investimento,Inter,6,27.26,1035.45
FIN000467,311-570-516-98,Vanessa Coelho,2023-07-31,BRL,10867.99,pix,Recusada,Tecnologia,BTG,24,304.68,11172.67
FIN000832,84641092844,Carolina Azevedo,2024-06-29,BRL,23279.91,PIX,Recusada,Investimento,Inter,2,381.98,23661.89
FIN000711,33482134838,Leticia Moura,2024-03-10,BRL,22969.23,Depósito,recus.,Tecnologia,XP,1,551.03,23520.26
FIN000540,47374875388,Camila Rocha,10/06/2023,BRL,11227.52,deposito,Aprovada,Viagem,XP,24,94.68,11322.2
FIN000675,390.108.622.69,Diego Peixoto,2024-02-06,BRL,21817.06,Depósito,Recusada,Tecnologia,XP,1X,638.46,22455.52
FIN001000,86178084466,Vanessa Coelho,2024-11-30,BRL,11585.07,Depósito,Aprovada,Tecnologia,Inter,2,322.15,11907.22
FIN000955,85375398473,Henrique Pinto,19.10.2024,BRL,12374.87,Transferência,recusada,Moradia,C6 Bank,12,170.77,12545.64
FIN000921,20250537732,Isabela Nunes,2024/09/18,GBP,GBP 3738.63,Pagamento,Aprovada,Tecnologia,Inter,3,652.35,24205.74
FIN000548,684.326.169-43,Leonardo Braga,2023-10-13,BRL,24651.47,Pagamento,Bloqueada,Investimento,C6 Bank,6,285.37,24936.84
FIN000793,63197182150,Vanessa Coelho,2024-05-24,BRL,3353.41,Pagamento,Recusada,Viagem,C6 Bank,24,68.03,3421.44
FIN000704,85184495366,Andre Monteiro,2024-03-04,BRL,99999999.0,PIX,Aprovada,Moradia,C6 Bank,1,296.06,23530.29
FIN000789,20532019832,Isabela Nunes,2024-05-21,BRL,12747.07,Transferência,Aprovada,Alimentação,C6 Bank,6,167.45,12914.52
FIN000561,551.341.409.15,Carolina Azevedo,2023-10-25,USD,USD 1117.91,PIX,Aprovada,Alimentação,Banco do Brasil,24,-32.83,5622.39
FIN000752,14094458670,Camila Rocha,Apr 17 2024,BRL,6973.61,Depósito,Pendente,Vestuário,BTG,6,158.51,7132.12
FIN000777,25090283539,Andre Monteiro,05/10/2024,BRL,12267.97,Depósito,Recusada,,BTG,3,122.28,12390.25
FIN000683,29318741350,Andre Monteiro,2024-02-14,BRL,21169.83,PIX,Negada,Moradia,Banco do Brasil,1,129.04,21298.87
FIN000136,704.984.741-62,Guilherme Mota,2022/10/02,BRL,5335.85,Pagamento,Pendente,Moradia,BTG,24,59.63,5395.48
FIN000677,24955545012,Amanda Vieira,2024-02-08,BRL,23968.03,PIX,Recusada,Tecnologia,XP,3,676.79,24644.82
FIN000369,51321391749,Leticia Moura,2023-05-03,BRL,23825.97,Saque,Pendente,,C6 Bank,1,666.12,24492.09
FIN000872,52190682551,Natalia Correia,05-Aug-2024,GBP,GBP 2123.77,Saque,Autorizada,Tecnologia,C6 Bank,12,100.13,13479.87
FIN000248,47544637124,Priscila Gomes,2023-01-12,BRL,"R$10.110,79",Pagamento,Aguardando,Vestuário,Banco do Brasil,12,292.72,10403.51
FIN000357,945.972.482.15,Marcelo Teixeira,2023-04-22,BRL,13164.58,Depósito,Aprovada,Alimentação,BTG,3,107.55,13272.13
FIN000936,90646965837,Rafael Macedo,2024-10-02,BRL,13818.81,PIX,Pendente,Viagem,Banco do Brasil,3,209.1,14027.91
FIN000615,96544749558,Henrique Pinto,2023-12-14,BRL,8701.47,Pagamento,Pendente,Investimento,Banco do Brasil,12,203.43,8904.9
FIN000599,92095661292,Isabela Nunes,2023-11-29,BRL,12834.93,Pagamento,Bloqueada,Investimento,Banco do Brasil,1,189.49,13024.42
FIN000111,86434982346,Thiago Cavalcanti,2022-09-09,BRL,11895.33,Transferência,Pendente,Alimentação,Banco do Brasil,24,335.83,12231.16
FIN000577,75348861662,Carolina Azevedo,2023-11-09,BRL,R$5501.04,PIX,Pendente,Vestuário,XP,6,70.64,2200.42
FIN000735,68236496428,Leonardo Braga,2024-04-01,BRL,17027.54,Depósito,Pendente,Viagem,XP,2,93.5,17121.04
FIN000801,35640528471,Marcelo Teixeira Teixeira,2024-06-01,GBP,GBP 820.28,Pagamento,Aprovada,Investimento,XP,12,26.91,5194.69
FIN000825,32491361791,Henrique Pinto,2024-06-23,BRL,21551.76,pix,Aprovada,Moradia,C6 Bank,2,396.31,21948.07
FIN000663,30927622230,Leticia Moura,2024/01/27,BRL,12977.23,Transferência,Aprovada,Tecnologia,BTG,1,221.98,13199.21
FIN000147,35258340268,Rafael Macedo,12-Oct-2022,BRL,3886.68,Transferência,Pendente,Investimento,C6 Bank,1,72.64,3959.32
FIN000398,81998975071,Rafael Macedo,2023-05-29,BRL,R$4814.04,Saque,Aprovada,Investimento,XP,2,60.69,4874.73
FIN000861,12025564961,Andre Monteiro,2024-07-25,BRL,164.23,pgto.,Aprovada,Alimentação,BTG,12,3.87,168.1
FIN000973,93563288994,Amanda Vieira,2024-11-05,BRL,,Pagamento,Aprovada,Moradia,Inter,12,113.78,9167.95
FIN000327,36875988212,Rodrigo Farias,25.03.2023,BRL,4430.98,Depósito,Pendente,Alimentação,C6 Bank,24,80.17,4511.15
FIN000490,16555571188,Marcelo Teixeira,2023-08-21,BRL,7964.1,Transferência,aprovada,Viagem,BTG,12,187.89,8151.99
FIN000141,95986577455,Guilherme Mota,10/06/2022,BRL,17059.88,dep.,Bloqueada,Moradia,C6 Bank,12,244.81,17304.69
FIN000959,634.520.842.32,Priscila,2024-10-23,BRL,3070.77,Transferência,Pendente,Moradia,Banco do Brasil,24,75.88,3146.65
FIN000474,15359567144,Juliana Queiroz,2023-08-07,EUR,EUR 1424.05,Pagamento,Pendente,Viagem,Banco do Brasil,24,118.65,7950.9
FIN000367,13477886482,Guilherme Mota,01.05.2023,BRL,8364.35,Depósito,Negada,Vestuário,Banco do Brasil,24,-95.31,8459.66
FIN000795,831-328-740-50,Leticia Moura,2024-05-26,BRL,24764.59,SAQUE,Recusada,Moradia,C6 Bank,6,254.28,25018.87
FIN000347,591-714-778-62,Camila Rocha,2023-04-13,BRL,18064.68,Transferência,Recusada,Vestuário,Inter,3,156.17,18220.85
FIN000027,99044942134,Thiago Cavalcanti,2022-06-24,BRL,16138.63,Pagamento,Pendente,Investimento,BTG,3,300.86,16439.49
FIN000156,29778737583,Natalia Correia,2022-10-20,BRL,20495.45,Depósito,Pendente,Tecnologia,C6 Bank,3,528.45,21023.9
FIN000946,38698926363,Marcelo Teixeira,11.10.2024,BRL,9257.94,Transferência,Pendente,Vestuário,C6 Bank,1,190.73,9448.67
FIN000937,34439045432,Henrique Pinto,2024-10-03,BRL,24780.11,Transferência,Em processamento,Vestuário,C6 Bank,1,171.45,24951.56
FIN000702,46462298252,Thiago Cavalcanti Cavalcanti,2024-03-02,BRL,0.01,Depósito,pendente,Investimento,C6 Bank,3,363.79,22018.22
FIN000769,72224324873,Andre Monteiro,2024-05-02,BRL,4061.46,Depósito,Aprovada,Investimento,XP,3 parcelas,46.59,4108.05
FIN000626,38033577657,Diego Peixoto,2023-12-24,BRL,16864.84,PIX,Aprovada,Vestuário,BTG,12,125.93,16990.77
FIN000426,24029899828,Thiago Cavalcanti,2023-06-24,BRL,22390.93,Depósito,PENDENTE,Moradia,C6 Bank,3.0,485.11,22876.04
FIN000968,42786416954,Marcelo Teixeira Teixeira,2024-10-31,BRL,"17563,52",pix,Recusada,Moradia,BTG,24,473.08,18036.6
FIN000987,37919430885,Guilherme Mota,2024-11-18,BRL,17612.4,TED,Aprovada,Vestuário,Banco do Brasil,6,184.27,17796.67
FIN000100,96668672033,Thiago Cavalcanti,2022-08-30,BRL,16221.56,Transferência,Recusada,Moradia,Inter,3,227.37,16448.93
FIN000349,98468429548,Andre Monteiro Monteiro,Apr 15 2023,BRL,14708.06,PIX,Aprovada,Alimentação,BTG,6,103.45,14811.51
FIN000422,58033652580,Rodrigo Farias,2023-06-20,BRL,18133.74,Dep.,Aprovada,Tecnologia,BTG,1,288.79,18422.53
FIN000876,90381471170,Juliana Queiroz,08/08/2024,BRL,9573.8,Depósito,Recusada,Tecnologia,XP,12 parcelas,58.06,9631.86
FIN000167,24612136345,Beatriz Lopes,2022-10-30,BRL,12534.98,Pagamento,Pendente,Moradia,Inter,24,102.63,12637.61
FIN000345,17825762941,Thiago Cavalcanti,2023-04-11,BRL,16679.55,PIX,Aguardando,Moradia,Inter,2,346.67,17026.22
FIN000629,50751887872,Amanda Vieira,26.12.2023,BRL,19258.95,Depósito,Pendente,Alimentação,XP,3,,19784.65
FIN000024,15595723580,Beatriz Lopes,2022-06-22,BRL,20412.75,Pagamento,Pendente,Tecnologia,Inter,24,290.27,20703.02
FIN000587,11980363937,Diego,2023-11-18,BRL,2013.55,PIX,Aprovada,Vestuário,C6 Bank,12,41.27,2054.82
FIN000205,91568544783,Rodrigo Farias,2022-12-04,BRL,16982.39,Saque,Pendente,Vestuário,BTG,1,331.41,17313.8
FIN000034,46269236541,Amanda_Vieira,2022-07-01,BRL,1986.47,PIX,Recusada,Viagem,Inter,3,48.43,2034.9
FIN000198,82055628035,Andre Monteiro,2022-11-28,BRL,11543.65,Saque,Recusada,Tecnologia,XP,3,96.57,11640.22
FIN000758,208.555.916.87,CAROLINA AZEVEDO,2024-04-22,BRL,18901.07,DEPOSITO,Pend.,Viagem,XP,12,121.59,19022.66
FIN000874,84132484048,JULIANA QUEIROZ,08/06/2024,GBP,GBP 1430.80,Transferência,Aprovada,Investimento,C6 Bank,2,145.87,9159.88
FIN000406,84663548394,Thiago Cavalcanti,2023-06-06,BRL,4091.07,Transferência,Aprovada,Tecnologia,BTG,3,102.57,4193.64
FIN000676,209.387.834.47,Juliana Queiroz,2024-02-07,BRL,17118.28,Transferência,Recusada,Moradia,Inter,12,202.79,17321.07
FIN000098,73664937881,Diego Peixoto,Aug 28 2022,BRL,8905.03,Pagamento,Aprovada,Vestuário,BTG,1,218.12,3562.01
FIN000562,69737028694,Natalia Correia,Oct 26 2023,BRL,2519.76,Depósito,Pendente,Tecnologia,C6 Bank,12,66.74,2586.5
FIN000010,90676059192,Natalia Correia,2022-06-09,BRL,220.3,PIX,Pend.,Tecnologia,Banco do Brasil,12,6.23,226.53
FIN000011,606-114-580-13,Juliana Queiroz,10/06/2022,GBP,GBP 3056.56,PIX,Aprovada,Vestuário,Inter,24,196.3,19452.64
FIN000080,69952987894,Beatriz Lopes,2022-08-12,BRL,11777.21,Depósito,Aprovada,Tecnologia,Banco do Brasil,à vista,311.86,12089.07
FIN000729,59912150516,Rafael Macedo,2024-03-27,BRL,24216.16,Pagamento,RECUSADA,Vestuário,XP,1,701.63,24917.79
FIN000385,19836856183,Rodrigo Farias,2023-05-17,BRL,7229.69,PIX,Aprovada,Vestuário,XP,2,74.32,7304.01
FIN000119,31468253748,BEATRIZ LOPES,2022-09-16,BRL,,Transferência,Recusada,Investimento,XP,3,-64.69,3436.43
FIN000887,78580545918,Leonardo Braga,2024-08-18,BRL,6850.84,P-I-X,Recusada,Vestuário,Banco do Brasil,1,174.56,7025.4
FIN000235,57270857139,Beatriz Lopes,2022-12-31,BRL,21237.78,Depósito,Em processamento,Alimentação,C6 Bank,1,251.2,21488.98
FIN000553,78893355094,Guilherme Mota,Oct 18 2023,BRL,4435.32,transf.,Recusada,Investimento,Banco do Brasil,2,96.0,4531.32
FIN000819,11448836813,Rafael_Macedo,2024-06-17,BRL,9466.06,Pagamento,Aprovada,Vestuário,Banco do Brasil,1,193.51,9659.57
FIN000290,49890015817,Andre Monteiro,2023-02-20,BRL,13653.3,Depósito,Pendente,Investimento,C6 Bank,1,349.78,14003.08
FIN000217,28632965382,Diego Peixoto,Dec 15 2022,BRL,23830.47,SAQUE,Recusada,Viagem,XP,2,621.12,24451.59
FIN000050,35418922619,Felipe Andrade,2022-07-15,BRL,6639.07,PIX,Pendente,Viagem,BTG,3,158.6,6797.67
FIN000537,51077214088,Priscila Gomes,2023-10-03,BRL,R$13384.10,PIX,Pendente,Vestuário,XP,24,107.98,13492.08
FIN000466,83226449623,Carolina Azevedo,2023-07-30,BRL,,Pagamento,Pendente,Moradia,C6 Bank,3,109.15,7235.15
FIN000952,21293962437,Priscila Gomes,2024-10-17,BRL,14081.11,PIX,Recusada,Alimentação,Banco do Brasil,1,331.84,14412.95
FIN000690,708.462.701.31,Amanda Vieira,2024-02-20,BRL,19799.73,Depósito,Recusada,Alimentação,XP,1,222.45,20022.18
FIN000649,19029181045,Camila Rocha,2024-01-14,BRL,17018.73,SAQUE,Negada,Investimento,C6 Bank,24,227.83,17246.56
FIN000145,11042264951,Isabela Nunes,2022-10-10,BRL,23691.49,Depósito,Recusada,Moradia,XP,6,310.94,24002.43
FIN000821,33828185964,Leticia Moura,2024-06-19,BRL,10338.62,pgto.,Pendente,Viagem,XP,2,85.76,10424.38
FIN000727,54056693553,Felipe Andrade,2024-03-25,BRL,21545.62,Transferência,pendente,Tecnologia,C6 Bank,24,135.83,21681.45
FIN000830,27572262879,Felipe Andrade,2024-06-27,BRL,24528.19,Depósito,Pendente,Viagem,Banco do Brasil,6,479.73,25007.92
FIN000334,67848046468,Thiago Cavalcanti,2023-04-01,BRL,23874.05,Depósito,Recusada,Moradia,BTG,12x,176.55,24050.6
FIN000113,679.588.908.15,Vanessa Coelho,2022-09-11,BRL,8326.0,saque,Aprovada,Alimentação,C6 Bank,24,127.06,8453.06
